,index,url,brand,name,price,discount_price,thumbnail,category
94,94,https://store.musinsa.com/app/goods/2071204,엠블러,UNIVERSITY 오버핏 기모 맨투맨 티셔츠  AMM909 (NAVY),"34,900",,https://image.msscdn.net/images/goods_img/20210819/2071204/2071204_1_500.jpg,sweatshirt
95,95,https://store.musinsa.com/app/goods/620634,멜란지 마스터,스탠다드 스웨트 셔츠 - 블랙,"22,900","18,290",https://image.msscdn.net/images/goods_img/20170831/620634/620634_5_500.jpg,sweatshirt
96,96,https://store.musinsa.com/app/goods/1129701,지프,M-Logo Sweat (GL5TSU841BK),"59,000","32,450",https://image.msscdn.net/images/goods_img/20190826/1129701/1129701_4_500.jpg,sweatshirt
97,97,https://store.musinsa.com/app/goods/1642888,무신사 스탠다드,헤비웨이트 오버사이즈 스웨트셔츠 [미디엄 그레이],"28,900",,https://image.msscdn.net/images/goods_img/20201012/1642888/1642888_1_500.jpg,sweatshirt
98,98,https://store.musinsa.com/app/goods/1308651,유니폼브릿지,1960 sweatshirts khaki,"59,000","47,000",https://image.msscdn.net/images/goods_img/20200217/1308651/1308651_2_500.jpg,sweatshirt
99,99,https://store.musinsa.com/app/goods/1755606,지프,Half  Zip-Up M-Logo Sweat  (JM5TSU838NA),"69,000","44,850",https://image.msscdn.net/images/goods_img/20210120/1755606/1755606_4_500.jpg,sweatshirt
100,100,https://store.musinsa.com/app/goods/1778031,피지컬 에듀케이션 디파트먼트,P.E.DEPT® YOGA BEGINNER CLASS NAVY,"72,000","50,400",https://image.msscdn.net/images/goods_img/20210204/1778031/1778031_4_500.jpg,sweatshirt
101,101,https://store.musinsa.com/app/goods/1571357,리,빅 트위치 루즈핏 크루넥 그레이,"59,000","41,300",https://image.msscdn.net/images/goods_img/20200831/1571357/1571357_6_500.jpg,sweatshirt
102,102,https://store.musinsa.com/app/goods/1755603,지프,Half  Zip-Up M-Logo Sweat  (JM5TSU838IV),"69,000","44,850",https://image.msscdn.net/images/goods_img/20210120/1755603/1755603_1_500.jpg,sweatshirt
103,103,https://store.musinsa.com/app/goods/1577302,마크 곤잘레스,플리스 체크 맨투맨 블루,"69,000","48,300",https://image.msscdn.net/images/goods_img/20200901/1577302/1577302_3_500.jpg,sweatshirt
104,104,https://store.musinsa.com/app/goods/2198094,지프,[기모]Half  Zip-Up M-Logo Sweat  (JM5TSU738NA),"69,000","58,650",https://image.msscdn.net/images/goods_img/20211026/2198094/2198094_3_500.jpg,sweatshirt
105,105,https://store.musinsa.com/app/goods/1766002,커버낫,불독 아치 로고 맨투맨 블랙,"69,000","34,500",https://image.msscdn.net/images/goods_img/20210127/1766002/1766002_3_500.jpg,sweatshirt
106,106,https://store.musinsa.com/app/goods/407344,게인스보로,로고 아노락 풀오버 하프집업 네이비,"65,000","58,500",https://image.msscdn.net/images/goods_img/20160907/407344/407344_14_500.jpg,sweatshirt
107,107,https://store.musinsa.com/app/goods/957879,아디다스,릴랙스 오버사이즈 크루넥 - 베이지 / CM1408,"89,000","24,900",https://image.msscdn.net/images/goods_img/20190219/957879/957879_6_500.jpg,sweatshirt
108,108,https://store.musinsa.com/app/goods/1719325,파르티멘토,[패키지] [처비] [미들 테리] 스트링 스웨트셔츠 (9COLOR),"99,200","54,500",https://image.msscdn.net/images/goods_img/20201210/1719325/1719325_1_500.jpg,sweatshirt
109,109,https://store.musinsa.com/app/goods/953273,오앤에이,베이스먼트 워싱 스웨트셔츠[차콜],"65,000","19,000",https://image.msscdn.net/images/goods_img/20190214/953273/953273_1_500.jpg,sweatshirt
110,110,https://store.musinsa.com/app/goods/2098327,와이케이,말티즈 아카이브 맨투맨 멜란지화이트,"69,000","48,300",https://image.msscdn.net/images/goods_img/20210830/2098327/2098327_1_500.png,sweatshirt
