,index,url,brand,name,price,discount_price,thumbnail,color,category
3301,68,https://store.musinsa.com/app/goods/1026433,밸런스우드,BW-S3-TS205-2C (GRAY),"41,000","28,700",https://image.msscdn.net/images/goods_img/20190424/1026433/1026433_1_500.jpg,3,collar
3302,69,https://store.musinsa.com/app/goods/1985391,빈폴 멘,그레이 티핑 칼라 피케 티셔츠 (BC1642A013),"119,000","83,300",https://image.msscdn.net/images/goods_img/20210607/1985391/1985391_3_500.jpg,3,collar
3303,70,https://store.musinsa.com/app/goods/1520753,글리머,330-AVP 포켓 폴로 반팔셔츠 그레이,"14,000","12,900",https://image.msscdn.net/images/goods_img/20200720/1520753/1520753_1_500.jpg,3,collar
3304,71,https://store.musinsa.com/app/goods/2033615,스파오,[포맨] 반오픈 반팔스웨터_SPKWB37M96,"39,900",,https://image.msscdn.net/images/goods_img/20210719/2033615/2033615_5_500.jpg,3,collar
3305,72,https://store.musinsa.com/app/goods/1894514,맨인정글,[MIJ] 21 드라이빙 수피마 코튼 오픈 카라 니트 - 라이트 그레이,"110,000",,https://image.msscdn.net/images/goods_img/20210412/1894514/1894514_1_500.jpg,3,collar
3306,73,https://store.musinsa.com/app/goods/2209888,바이엘,웜업 카라티 그레이,"73,000",,https://image.msscdn.net/images/goods_img/20211101/2209888/2209888_1_500.jpg,3,collar
3307,74,https://store.musinsa.com/app/goods/1870156,로맨틱크라운,RMTC 로고 라인 폴로_그레이,"52,000","36,400",https://image.msscdn.net/images/goods_img/20210330/1870156/1870156_2_500.jpg,3,collar
3308,75,https://store.musinsa.com/app/goods/1853528,리플레이컨테이너,RC polo collar mtm (gray),"47,000","32,900",https://image.msscdn.net/images/goods_img/20210318/1853528/1853528_1_500.jpg,3,collar
3309,76,https://store.musinsa.com/app/goods/2154885,로어즈,Waffle Collar Polo - Dove,"89,000","53,400",https://image.msscdn.net/images/goods_img/20210930/2154885/2154885_1_500.jpg,3,collar
3310,77,https://store.musinsa.com/app/goods/1862354,필루미네이트 블랙,B-레귤러핏 쿨 카라 티-그레이,"35,000","26,250",https://image.msscdn.net/images/goods_img/20210324/1862354/1862354_1_500.jpg,3,collar
