,index,url,brand,name,price,discount_price,thumbnail,category
104,104,https://store.musinsa.com/app/goods/1629069,무신사 스탠다드,기모 후디드 스웨트셔츠 [블랙],"33,900","27,090",https://image.msscdn.net/images/goods_img/20200928/1629069/1629069_1_500.jpg,hoodie
105,105,https://store.musinsa.com/app/goods/1738716,더블유브이프로젝트,미드나잇 후드 블랙 MJHD7447,"39,800",,https://image.msscdn.net/images/goods_img/20210107/1738716/1738716_1_500.jpg,hoodie
106,106,https://store.musinsa.com/app/goods/1733274,제멋,로그 오버핏 기모 후드 백오트밀 YHHD2302,"34,900","33,100",https://image.msscdn.net/images/goods_img/20201230/1733274/1733274_1_500.jpg,hoodie
107,107,https://store.musinsa.com/app/goods/2066182,예일,2 TONE ARCH HOODIE IVORY,"79,000","55,300",https://image.msscdn.net/images/goods_img/20210817/2066182/2066182_5_500.jpg,hoodie
108,108,https://store.musinsa.com/app/goods/2088898,나이스고스트클럽,[기모] 구미 베어 &amp; 로고 후디_블랙(NG2BFUM406A),"69,000","55,200",https://image.msscdn.net/images/goods_img/20210825/2088898/2088898_1_500.jpg,hoodie
109,109,https://store.musinsa.com/app/goods/947495,커버낫,어센틱 로고 후디 네이비,"79,000","63,200",https://image.msscdn.net/images/goods_img/20190201/947495/947495_4_500.jpg,hoodie
110,110,https://store.musinsa.com/app/goods/1541848,이스트쿤스트,[기모] 로고&amp;스마일리 후디_블랙(IK2BFMM402A),"69,000","48,300",https://image.msscdn.net/images/goods_img/20200807/1541848/1541848_1_500.jpg,hoodie
111,111,https://store.musinsa.com/app/goods/2099768,디스이즈네버댓,Arch-Logo Hoodie Navy,"82,000","57,400",https://image.msscdn.net/images/goods_img/20210831/2099768/2099768_1_500.jpg,hoodie
112,112,https://store.musinsa.com/app/goods/2085891,예스아이씨,C-Logo Hoodie Grey,"84,000","58,800",https://image.msscdn.net/images/goods_img/20210825/2085891/2085891_1_500.jpg,hoodie
113,113,https://store.musinsa.com/app/goods/265020,어커버,[세트상품] 1200g 텀블 오버핏  기모 후디,"78,000","47,800",https://image.msscdn.net/images/goods_img/20151019/265020/265020_1_500.jpg,hoodie
114,114,https://store.musinsa.com/app/goods/2057839,마크 곤잘레스,더블 엔젤 와펜 후드 블랙,"69,000","48,300",https://image.msscdn.net/images/goods_img/20210811/2057839/2057839_1_500.jpg,hoodie
115,115,https://store.musinsa.com/app/goods/2211514,이벳필드,베츠 어센틱 후드 네이비,"79,000","63,200",https://image.msscdn.net/images/goods_img/20211102/2211514/2211514_1_500.jpg,hoodie
116,116,https://store.musinsa.com/app/goods/2073087,나이키,클럽 후드티 블랙,"89,000","65,000",https://image.msscdn.net/images/goods_img/20210820/2073087/2073087_1_500.jpg,hoodie
117,117,https://store.musinsa.com/app/goods/1526991,아디다스,슈무 후디 - 블랙 / GD3544,"109,000","44,900",https://image.msscdn.net/images/goods_img/20200724/1526991/1526991_4_500.jpg,hoodie
118,118,https://store.musinsa.com/app/goods/1541846,이스트쿤스트,[기모] 로고&amp;스마일리 후디_그레이(IK2BFMM402A),"69,000","48,300",https://image.msscdn.net/images/goods_img/20200807/1541846/1541846_1_500.jpg,hoodie
119,119,https://store.musinsa.com/app/goods/681070,커버낫,어센틱 로고 후디 블랙,"79,000","63,200",https://image.msscdn.net/images/goods_img/20171130/681070/681070_3_500.jpg,hoodie
120,120,https://store.musinsa.com/app/goods/691709,꼼파뇨,[기모] mmM 일러스트 타투 후드 헤비오버핏 블랙,"69,000","44,850",https://image.msscdn.net/images/goods_img/20171222/691709/691709_3_500.jpg,hoodie
121,121,https://store.musinsa.com/app/goods/2147372,예일,2 TONE ARCH HOODIE BROWN,"79,000","55,300",https://image.msscdn.net/images/goods_img/20210927/2147372/2147372_3_500.jpg,hoodie
122,122,https://store.musinsa.com/app/goods/2115271,제멋,하비스트 오버핏 기모 후드 네이비 OYHD2393,"41,900","39,800",https://image.msscdn.net/images/goods_img/20210908/2115271/2115271_1_500.jpg,hoodie
123,123,https://store.musinsa.com/app/goods/1747925,더블유브이프로젝트,[패키지] 미드나잇 후드 2PACK MJHD7447,"79,600","69,200",https://image.msscdn.net/images/goods_img/20210114/1747925/1747925_2_500.jpg,hoodie
124,124,https://store.musinsa.com/app/goods/2060648,이스트쿤스트,[기모] 로고&amp;스마일리 후디_오트밀(IK2BFMM402A),"69,000","48,300",https://image.msscdn.net/images/goods_img/20210812/2060648/2060648_1_500.jpg,hoodie
125,125,https://store.musinsa.com/app/goods/971809,에스피오나지,NAVAL Academy Heavy Weight Hoodie Grey,"79,000","71,000",https://image.msscdn.net/images/goods_img/20190305/971809/971809_2_500.jpg,hoodie
126,126,https://store.musinsa.com/app/goods/421550,꼼파뇨,레터링 타투 후드 기모 블랙,"76,000","43,000",https://image.msscdn.net/images/goods_img/20160930/421550/421550_2_500.jpg,hoodie
127,127,https://store.musinsa.com/app/goods/2038816,아조바이아조,Oversized (19) Slogan Wool Knit Hoodie [Mint],"138,000","110,400",https://image.msscdn.net/images/goods_img/20210723/2038816/2038816_1_500.jpg,hoodie
128,128,https://store.musinsa.com/app/goods/2115265,제멋,[패키지] 하비스트 오버핏 기모 후드 2PACK OYHD2393,"83,800","69,500",https://image.msscdn.net/images/goods_img/20210908/2115265/2115265_1_500.jpg,hoodie
129,129,https://store.musinsa.com/app/goods/910495,커버낫,스몰 어센틱 로고 후디 블랙,"79,000","63,200",https://image.msscdn.net/images/goods_img/20181122/910495/910495_4_500.jpg,hoodie
130,130,https://store.musinsa.com/app/goods/2263758,아웃스탠딩,REVERSE HEAVY HOOD  SWEAT_BLACK,"79,000","70,200",https://image.msscdn.net/images/goods_img/20211209/2263758/2263758_1_500.jpg,hoodie
131,131,https://store.musinsa.com/app/goods/70110,유니어패럴,베이직 기모 후드티 그레이,"45,900","31,900",https://image.msscdn.net/images/goods_img/20140115/70110/70110_10_500.jpg,hoodie
